DATE,Open,High,Low,Close,PREVIOUS DAY,VOLUME,POSITIVE TWEETS,NEGATIVE TWEETS,sentiments
52517,14.05,14.5,14.05,14.3,14.45,3820000,47,35,1
52617,14.35,15.1,14.35,14.95,14.3,16300000,45,19,1
52717,15,15.15,15,15.05,14.95,2390000,27,36,-1
52817,15.05,15.25,14.95,15.05,15.05,2940000,27,51,-1
52917,15.05,15.75,15.05,15.45,15.05,6500000,32,58,-1
53017,15.5,16,15.45,15.85,15.45,4490000,21,56,-1
53117,15.5,16.2,15.5,16.05,15.85,7800000,27,56,-1
60117,16.05,16.5,15.85,16,16.05,5330000,25,36,-1
60217,16.1,16.15,16.05,16.05,16,10700000,10,6,1
60317,16.05,16.3,16.05,16.15,16.05,3060000,36,55,-1
60417,16.15,16.5,16.1,16.25,16.15,5620000,35,19,1
60517,16.3,16.6,16.2,16.5,16.25,13800000,19,35,-1
60617,16.55,16.95,16.5,16.65,16.5,4060000,37,13,1
60717,16.8,16.95,16.35,16.75,16.65,8600000,28,12,1
60817,16.3,16.5,16,16.25,16.75,15300000,30,53,-1
60917,16.5,16.5,15.5,16.05,16.25,2980000,36,28,1
61017,16,16.1,14.5,15.35,16.05,4640000,24,25,-1
61117,15.6,15.9,15.3,15.55,15.35,15500000,10,32,-1
61217,15.6,15.75,15.5,15.65,15.55,4230000,45,2,1
61317,15.6,16.2,15.55,15.85,15.65,5410000,14,23,-1
61417,15.75,16,15.6,15.7,15.85,1640000,47,1,1
61517,15.7,15.85,15.5,15.55,15.7,8470000,15,51,-1
61617,15.95,15.95,15.6,15.7,15.55,21200000,16,25,-1
61717,15.7,16,15.7,15.95,15.7,9250000,26,6,1
61817,16.05,16.25,15.75,16.1,15.95,4130000,18,16,1
61917,16,16.25,15.95,16.15,16.1,5400000,37,66,-1
62017,16.1,16.4,16,16.25,16.15,9030000,19,34,-1
62117,16.1,16.65,16,16.4,16.25,11000000,48,46,1
62217,16.35,16.5,16.3,16.4,16.4,8490000,28,34,-1
62317,16.5,16.9,16.2,16.7,16.4,8300000,25,31,-1
62417,16,16.7,15.9,16.6,16.7,10800000,26,-10,1
62517,16.6,16.8,16.3,16.7,16.6,6650000,11,52,-1
62617,16.8,16.9,16.5,16.7,16.7,6630000,13,37,-1
62717,16.7,16.8,15.8,16.7,16.7,9040000,47,45,1
62817,16,16.5,15.85,16.1,16.7,979000000,13,11,1
62917,16,16.2,15.75,15.9,16.1,856000000,28,49,-1
63017,15.9,16,15.9,15.9,15.9,279000000,20,10,1
70117,15.9,16.3,15.9,16.1,15.9,2960000,34,24,1
70217,16.05,16.5,16,16.25,16.1,623000000,45,73,-1
70317,0,16.5,16.5,16.5,16.25,309000000,17,16,1
70417,16.3,16.7,16.05,16.35,16.5,1640000,30,37,-1
70517,16.2,16.55,16.2,16.35,16.35,9800000,18,-5,1
70617,16.4,16.75,16.4,16.6,16.35,5170000,43,26,1
70717,16.6,16.7,16.5,16.5,16.6,1550000,49,36,1
70817,16.5,16.5,16.2,16.4,16.5,6270000,41,54,-1
70917,16.25,16.4,16,16.25,16.4,9230000,48,15,1
71017,16.05,16.1,15.9,16,16.25,6670000,15,23,-1
71117,16,16.2,15.85,16.1,16,1530000,11,38,-1
71217,16.1,16.15,16,16.05,16.1,5250000,15,26,-1
71317,16,16.15,16,16.1,16.05,3320000,36,50,-1
71417,16.1,16.2,16.1,16.1,16.1,1240000,33,59,-1
71517,16.1,16.2,15.9,16.1,16.1,22700000,17,33,-1
71617,16,16,15.45,15.75,16.1,7620000,31,45,-1
71717,15.7,15.75,15,15.25,15.75,2930000,45,64,-1
71817,15.4,15.4,15,15.1,15.25,5480000,12,-6,1
71917,15.1,15.4,15.05,15.25,15.1,4810000,17,16,1
72017,15.25,15.35,15.25,15.25,15.25,11400000,42,49,-1
72117,15.3,15.3,15.1,15.15,15.25,4890000,38,45,-1
72217,15.15,15.25,15.1,15.15,15.15,3590000,26,27,-1
72317,15.2,15.3,15.15,15.15,15.15,2960000,27,57,-1
72417,15.1,16.1,15.1,15.55,15.15,4750000,18,27,-1
72517,15.55,16.5,15.5,16,15.55,7260000,35,27,1
72617,16,17,15.7,16.7,16,9290000,35,4,1
72717,16.4,16.5,15.65,16.25,16.7,11700000,45,-5,1
72817,16.25,16.5,16,16.2,16.25,9180000,14,37,-1
72917,16,16.2,15.9,16.15,16.2,1790000,45,25,1
73017,16.1,16.1,15.6,16,16.15,13400000,19,51,-1
73117,16,16,15.55,15.75,16,3230000,31,11,1
80117,16,16,15.55,15.65,15.75,9010000,50,28,1
80217,15.7,15.95,15.65,15.8,15.65,10300000,32,30,1
80317,15.8,15.95,15.7,15.75,15.8,491000000,12,14,-1
80417,15.8,15.85,15.5,15.7,15.75,10600000,10,-1,1
80517,15.6,15.65,15.5,15.55,15.7,4390000,26,10,1
80617,15.55,15.85,15.5,15.6,15.55,16400000,11,16,-1
80717,15.6,16,15.6,15.85,15.6,349000000,11,73,-1
80817,15.65,15.9,15.6,15.7,15.85,492000000,16,5,1
80917,15.7,16,15.65,15.95,15.7,1550000,24,-4,1
81017,15.75,16.15,15.75,16,15.95,9880000,49,27,1
81117,16.05,16.2,16,16.05,16,2720000,18,46,-1
81217,16.1,16.45,16,16.1,16.05,1510000,48,6,1
81317,16.2,16.5,16.05,16.2,16.1,1830000,39,30,1
81417,16.2,16.3,16.1,16.15,16.2,4320000,25,55,-1
81517,16.15,16.65,16.15,16.55,16.15,12200000,33,31,1
81617,16.7,17.25,16.2,16.9,16.55,26700000,11,50,-1
81717,16.5,17.05,16.3,17,16.9,4950000,14,32,-1
81817,16.9,17.05,16.2,17,17,13500000,34,5,1
81917,16.6,16.7,16.4,16.5,17,14800000,24,22,1
82017,16.5,16.5,16.35,16.45,16.5,5780000,31,12,1
82117,16.4,16.45,16.15,16.25,16.45,14600000,46,13,1
82217,16.25,16.4,16.2,16.3,16.25,10000000,14,18,-1
82317,16.35,16.55,16.3,16.45,16.3,12400000,22,41,-1
82417,16.3,16.5,16.3,16.35,16.45,8400000,46,22,1
82517,16.45,16.6,16.3,16.4,16.35,15000000,41,4,1
82617,16.3,16.6,16.3,16.5,16.4,22200000,45,67,-1
82717,16.5,16.6,16.4,16.5,16.5,12900000,24,34,-1
82817,16.45,16.5,16.3,16.45,16.5,8250000,22,62,-1
82917,16.5,17,16.4,16.75,16.45,16100000,20,-3,1
83017,16.7,17,16.65,16.85,16.75,5340000,20,15,1
83117,16.75,17,16.75,16.9,16.85,7880000,30,8,1
90117,16.9,16.9,16.7,16.8,16.9,5460000,27,44,-1
90217,16.8,16.85,16.7,16.7,16.8,6560000,39,48,-1
90317,16.7,17,16.6,16.9,16.7,6770000,29,26,1
90417,16.7,17,16.7,16.85,16.9,6050000,21,55,-1
90517,16.85,16.9,16.7,16.8,16.85,3350000,37,31,1
90617,16.75,16.8,16.75,16.8,16.8,18100000,15,26,-1
90717,16.9,16.9,16.75,16.75,16.8,2610000,30,51,-1
90817,16.8,16.8,16.75,16.75,16.75,4110000,24,-1,1
90917,16.7,16.8,16.7,16.75,16.75,7680000,25,30,-1
91017,16.75,16.8,16.65,16.7,16.75,1690000,36,30,1
91117,16.75,16.75,16.65,16.7,16.7,1590000,22,71,-1
91217,16.7,16.8,16.7,16.75,16.7,4070000,37,42,-1
91317,16.8,17.1,16.75,16.95,16.75,3630000,10,74,-1
91417,16.8,17.3,16.8,17.1,16.95,10700000,25,43,-1
91517,17.1,17.3,17.1,17.2,17.1,12900000,39,36,1
91617,17.2,17.35,17.2,17.3,17.2,21100000,26,33,-1
91717,17.3,17.85,17.25,17.45,17.3,5160000,13,1,1
91817,17.85,17.85,17.25,17.4,17.45,8760000,40,16,1
91917,17.4,17.4,16.9,17.1,17.4,12300000,42,59,-1
92017,16.85,17,16.85,16.95,17.1,1060000,24,28,-1
92117,16.9,17,16.85,16.95,16.95,10600000,15,8,1
92217,16.95,17.1,16.85,16.95,16.95,8110000,49,36,1
92317,16.95,17.15,16.9,17.1,16.95,9970000,17,12,1
92417,17.1,17.15,17,17.1,17.1,6730000,30,59,-1
92517,16.95,17.1,16.9,16.95,17.1,2310000,47,16,1
92617,16.9,17,16.8,16.9,16.95,8720000,40,11,1
92717,16.8,17,16.8,16.9,16.9,11700000,10,37,-1
92817,16.85,17.1,16.75,16.9,16.9,1400000,14,1,1
92917,16.9,16.95,16.6,16.9,16.9,7530000,13,40,-1
93017,16.95,17,16.9,16.95,16.9,2340000,16,30,-1
100117,17.05,17.2,17,17.1,16.95,4500000,15,23,-1
100217,17.1,17.45,17.1,17.25,17.1,1180000,22,45,-1
100317,17.25,17.45,17.25,17.3,17.25,746000000,36,11,1
100417,17.4,17.4,17.3,17.35,17.3,3340000,22,26,-1
100517,17.3,17.35,17,17.15,17.35,4510000,31,26,1
100617,17.05,17.3,17.05,17.15,17.15,1540000,49,-3,1
100717,17.3,17.4,17.25,17.3,17.15,6970000,33,49,-1
100817,17.3,17.4,17.15,17.35,17.3,5030000,35,68,-1
100917,17.3,17.3,17.1,17.2,17.35,2240000,10,-3,1
101017,17.1,17.45,17.1,17.35,17.2,6280000,43,44,-1
101117,17.45,17.45,17.15,17.25,17.35,6920000,43,35,1
101217,17.2,17.3,17,17.25,17.25,3480000,21,27,-1
101317,17.2,17.25,17.05,17.1,17.25,3920000,18,45,-1
101417,17.2,17.2,17.05,17.05,17.1,2570000,17,3,1
101517,17.1,17.1,16.9,17,17.05,5750000,11,8,1
101617,17,17.1,16.9,17,17,10100000,14,1,1
101717,17,17,16.9,16.95,17,4230000,38,-6,1
101817,16.95,17.25,16.9,17.15,16.95,11400000,11,41,-1
101917,17.2,17.6,17.2,17.5,17.15,9490000,43,44,-1
102017,17.5,18.05,17.3,17.9,17.5,17600000,18,23,-1
102117,17.9,18.4,17.9,18.25,17.9,21000000,42,-13,1
102217,18.2,18.35,18.1,18.25,18.25,6690000,13,55,-1
102317,18.25,18.3,18,18.15,18.25,2140000,11,7,1
102417,18,18.25,18,18.1,18.15,2090000,13,32,-1
102517,18.1,18.35,18.05,18.3,18.1,9440000,11,33,-1
102617,18.25,19,18.2,18.6,18.3,32500000,15,8,1
102717,18.75,18.8,18.1,18.7,18.6,10900000,39,30,1
102817,18.6,18.9,18.3,18.7,18.7,20000000,28,54,-1
102917,18.6,18.75,18.3,18.4,18.7,8110000,34,30,1
103017,18.3,18.35,17.65,18.05,18.4,9020000,46,1,1
103117,18.4,18.4,17.6,17.9,18.05,22600000,16,56,-1
110117,17.85,17.85,17.25,17.45,17.9,2590000,11,63,-1
110217,17.85,17.85,17.15,17.3,17.45,4860000,14,43,-1
110317,17.45,17.45,17,17.15,17.3,9090000,25,44,-1
110417,17.15,17.7,16.9,17.1,17.15,6830000,31,-6,1
110517,17.6,18,17.5,17.75,17.1,20700000,33,16,1
110617,17.5,17.6,17.5,17.55,17.75,20300000,23,56,-1
110717,17.55,17.55,17.25,17.45,17.55,6500000,25,17,1
110817,17.3,17.5,17.3,17.35,17.45,4190000,27,73,-1
110917,17.3,17.6,17.15,17.55,17.35,9340000,12,11,1
111017,17.5,17.75,17.35,17.55,17.55,8550000,37,55,-1
111117,17.55,17.75,17.3,17.45,17.55,14800000,49,6,1
111217,17.4,17.5,17.05,17.3,17.45,7790000,22,72,-1
111317,17.3,17.4,17.2,17.35,17.3,2750000,45,60,-1
111417,17.35,17.5,17.35,17.4,17.35,13500000,19,17,1
111517,17.4,17.4,17.3,17.35,17.4,9030000,13,55,-1
111617,17.35,17.35,17.1,17.25,17.35,1650000,29,1,1
111717,17.3,17.95,17.25,17.65,17.25,31500000,41,10,1
111817,17.8,18.3,17.1,18,17.65,24800000,24,-11,1
111917,18,18.2,18,18.1,18,21400000,35,43,-1
112017,18.05,18.1,18,18.05,18.1,4730000,25,42,-1
112117,18.25,18.3,18,18.1,18.05,8330000,11,48,-1
112217,18.4,19.2,18.4,18.85,18.1,19300000,34,62,-1
112317,19,19,18.55,18.85,18.85,4920000,39,38,1
112417,18.8,19.05,18.8,18.9,18.85,8620000,21,28,-1
112517,18.9,19.2,18.9,19.05,18.9,2840000,39,12,1
112617,19.1,19.55,19,19.4,19.05,17300000,31,13,1
112717,19.5,21,19.5,20,19.4,19700000,40,30,1
112817,20.25,20.75,20.25,20.25,20,13000000,33,21,1
112917,20.25,20.25,19.4,19.65,20.25,3090000,12,67,-1
113017,19.5,20,19.5,19.8,19.65,11500000,21,2,1
120117,19.55,19.8,19.55,19.7,19.8,9870000,28,31,-1
120217,19.7,20,19.65,19.75,19.7,5320000,33,49,-1
120317,19.8,20,19.8,19.9,19.75,4460000,32,57,-1
120417,19.8,20,19.75,19.9,19.9,3250000,49,-2,1
120517,19.9,20.25,19.9,20,19.9,1460000,31,32,-1
120617,20,20.5,20,20.25,20,1390000,16,26,-1
120717,20.25,21.5,20.25,21,20.25,6350000,19,-9,1
120817,21.25,21.75,21,21.25,21,8690000,24,42,-1
120917,21,21.5,21,21.25,21.25,19500000,19,55,-1
121017,21.25,21.5,20.5,21.25,21.25,41400000,32,50,-1
121117,21,21.25,20.5,20.75,21.25,2270000,45,52,-1
121217,20.75,21.5,20.75,21.25,20.75,2810000,43,5,1
121317,21,21.75,21,21.25,21.25,22500000,36,20,1
121417,21.25,21.5,19.15,20,21.25,26200000,14,28,-1
121517,19.5,19.85,19.5,19.65,20,9080000,36,-4,1
121617,19.75,20.25,19.75,20,19.65,46300000,22,51,-1
121717,20,20.25,19.8,20,20,12400000,23,45,-1
121817,20,20.5,20,20,20,12200000,10,26,-1
121917,20.25,20.5,19.9,20,20,58700000,34,53,-1
122017,19.9,20.25,19.85,19.95,20,5900000,31,29,1
122117,19,19,18,18.4,19.95,5360000,12,10,1
122217,18.5,19,18.5,18.85,18.4,4870000,48,45,1
122317,18.95,19.1,18.8,19,18.85,57600000,19,68,-1
122417,19,19.05,18.9,19,19,6430000,25,75,-1
122517,19,19.5,18.95,19,19,3640000,33,36,-1
122617,19,19.3,18.65,19,19,8090000,28,42,-1
122717,18.9,19,18.7,18.9,19,6340000,38,26,1
122817,18.85,19,18.75,18.9,18.9,1710000,35,-4,1
122917,19,19,18.75,18.9,18.9,2720000,46,7,1
123017,18.9,19.2,18.9,19,18.9,2170000,44,50,-1
123117,19.05,19.3,19.05,19.15,19,5390000,48,44,1
10118,19.05,19.4,19,19.35,19.15,10800000,40,12,1
10218,19.5,19.5,19,19.4,19.35,106000000,17,20,-1
10318,19.2,19.55,19.2,19.4,19.4,1500000,32,57,-1
10418,19.55,19.7,19.2,19.5,19.4,1120000,30,39,-1
10518,19.55,19.8,19.55,19.7,19.5,53600000,47,31,1
10618,19.7,20,19.2,19.95,19.7,7410000,26,35,-1
10718,19.2,19.95,19.2,19.85,19.95,939000000,32,20,1
10818,19.7,20,19.7,19.95,19.85,16300000,10,29,-1
10918,19.9,20.5,19.7,20,19.95,7980000,47,15,1
11018,20,20.25,20,20,20,8620000,19,40,-1
11118,20,20.25,19.95,20,20,4780000,29,37,-1
11218,20,20.25,19.9,19.95,20,3650000,48,40,1
11318,19.95,20.5,19.95,20.25,19.95,3910000,41,-6,1
11418,20.25,20.5,20,20.25,20.25,37900000,34,13,1
11518,20.25,20.75,19.95,20,20.25,9580000,24,8,1
11618,20,20,19.5,19.9,20,3600000,31,42,-1
11718,19.75,20.25,19.75,19.95,19.9,6400000,36,13,1
11818,19.85,20.25,19.85,19.95,19.95,495000000,49,60,-1
11918,20,20,19.8,19.85,19.95,3700000,11,61,-1
12018,19.85,19.85,19.7,19.75,19.85,909000000,29,-7,1
12118,19.75,19.8,19.55,19.7,19.75,1850000,17,18,-1
12218,19.75,19.85,19.65,19.7,19.7,17600000,47,-11,1
12318,19.7,20.25,19.7,20,19.7,4940000,22,28,-1
12418,20,20.25,19.8,20,20,1570000,48,27,1
12518,20,20.25,19.95,20,20,8900000,17,50,-1
12618,20,20,19.9,19.95,20,6140000,35,64,-1
12718,20,20,19.8,19.9,19.95,628000000,26,53,-1
12818,19.9,19.95,19.75,19.85,19.9,4520000,12,32,-1
12918,19.9,21.25,19.75,20.25,19.85,4060000,19,16,1
13018,20,21,20,20.75,20.25,4070000,47,22,1
13118,20.75,21.5,20.75,21.25,20.75,21700000,38,27,1
20118,21.25,21.75,20.75,21.25,21.25,18300000,44,13,1
20218,21.5,21.5,21,21,21.25,5740000,12,33,-1
20318,20.75,21,20.5,20.75,21,16000000,34,19,1
20418,20.75,20.75,19.65,20.25,20.75,7080000,32,34,-1
20518,20.25,21,20.25,20.75,20.25,3930000,30,30,0
20618,21,21,20.5,20.75,20.75,8730000,17,16,1
20718,21,21,20.25,20.25,20.75,3330000,49,62,-1
20818,20.25,20.75,20,20.25,20.25,3410000,49,36,1
20918,20,21,20,20.5,20.25,4930000,39,16,1
21018,20.75,21.5,20.25,20.5,20.5,8050000,10,59,-1
21118,20.75,20.75,20,20,20.5,2020000,35,59,-1
21218,20,20.25,19.9,20,20,10200000,38,24,1
21318,20,20.25,19.95,19.95,20,12800000,41,5,1
21418,20,20.25,19.95,20,19.95,12800000,27,79,-1
21518,20,20.25,19.9,19.95,20,17700000,14,18,-1
21618,19.9,20,19.8,19.9,19.95,450000000,23,35,-1
21718,19.95,19.95,19.7,19.85,19.9,6250000,28,-6,1
21818,19.9,19.95,19.7,19.85,19.85,14500000,36,19,1
21918,19.85,20,19.85,19.9,19.85,24800000,41,48,-1
22018,19.9,20.25,19.9,20,19.9,7030000,45,33,1
22118,20,20.25,19.9,19.95,20,9740000,17,12,1
22218,19.9,20,19.85,19.9,19.95,4020000,19,36,-1
22318,19.85,19.95,19.75,19.8,19.9,5770000,31,5,1
22418,19.85,19.85,19.65,19.7,19.8,3500000,31,-7,1
22518,19.6,19.7,18.95,19.35,19.7,6490000,14,18,-1
22618,20,20,18.9,19,19.35,2610000,38,18,1
22718,18.95,19,18.8,18.9,19,7990000,31,8,1
22818,18.85,19.5,18.5,18.9,18.9,3560000,11,26,-1
30118,19,19,18.65,18.75,18.9,2000000,34,23,1
30218,18.75,18.9,18.6,18.75,18.75,11300000,42,-16,1
30318,18.8,19.3,18.6,19,18.75,7670000,26,35,-1
30418,19.2,19.2,18.8,19,19,21700000,50,19,1
30518,19,19.15,18.9,19,19,6270000,23,30,-1
30618,19,19.5,19,19.45,19,5920000,25,24,1
30718,19.1,19.6,19.1,19.5,19.45,3740000,11,-9,1
30818,19.7,19.7,19.1,19.25,19.5,6530000,39,-9,1
30918,19.5,19.5,19,19.05,19.25,6070000,29,63,-1
31018,19.1,19.2,19,19.15,19.05,6060000,24,60,-1
31118,18.9,19.2,18.9,19,19.15,10100000,14,24,-1
31218,19,19.05,18.9,19,19,2620000,22,28,-1
31318,19,19,18.6,18.8,19,12900000,35,1,1
31418,18.9,19,18.5,18.6,18.8,28000000,49,69,-1
31518,18.8,18.8,18.45,18.5,18.6,18400000,26,57,-1
31618,18.6,18.6,17.8,18.2,18.5,14400000,21,61,-1
31718,18.5,18.5,17.95,18,18.2,16300000,48,43,1
31818,17.9,18,17.85,17.95,18,12900000,49,36,1
31918,17.95,18,17.85,17.95,17.95,21400000,20,35,-1
32018,17.95,18,17.85,17.95,17.95,3720000,46,5,1
32118,18,18,17.9,17.95,17.95,5470000,40,42,-1
32218,17.95,18.3,17.85,18.05,17.95,29100000,25,53,-1
32318,18.15,18.3,18.1,18.15,18.05,17500000,36,63,-1
32418,18.15,18.3,18.1,18.15,18.15,10700000,37,33,1
32518,18.1,18.3,18.05,18.2,18.15,974000000,19,29,-1
32618,18.3,19,18.15,18.2,18.2,12300000,48,21,1
32718,18.2,18.25,18.15,18.2,18.2,3380000,20,5,1
32818,18.2,18.35,18.15,18.25,18.2,6200000,16,54,-1
32918,18.25,18.5,18.2,18.4,18.25,9780000,22,54,-1
33018,18.25,18.5,18.25,18.35,18.4,634000000,36,42,-1
33118,18.45,18.6,18.3,18.5,18.35,5450000,16,33,-1
40118,18.5,18.7,18.4,18.55,18.5,60400000,36,30,1
40218,18.7,19,18.55,18.55,18.55,3950000,44,35,1
40318,18.7,19,18.55,18.65,18.55,13700000,37,7,1
40418,18.7,19.2,18.65,18.9,18.65,24300000,38,13,1
40518,18.8,19,18.3,18.65,18.9,9840000,44,3,1
40618,18.65,18.7,18.1,18.4,18.65,17100000,17,27,-1
40718,18.5,18.55,18.05,18.45,18.4,25900000,45,27,1
40818,18.5,18.55,18.35,18.5,18.45,11700000,50,64,-1
40918,18.4,18.5,18.3,18.4,18.5,4310000,24,18,1
41018,18.35,18.5,18.15,18.3,18.4,9680000,43,45,-1
41118,18.2,18.3,18.15,18.25,18.3,45400000,35,68,-1
41218,18.2,18.4,18,18.2,18.25,4700000,43,-1,1
41318,18.2,18.25,18,18.05,18.2,13100000,15,68,-1
41418,18.05,18.1,17.9,18,18.05,9690000,37,11,1
41518,18.05,18.05,17.95,18,18,9930000,49,71,-1
41618,18.5,18.5,17.95,18,18,31300000,21,18,1
41718,18,18.4,17.95,18,18,6850000,11,52,-1
41818,18,18.15,17.95,18.1,18,31600000,13,21,-1
41918,18.5,18.5,17.7,17.85,18.1,2060000,48,42,1
42018,18,18,17.7,17.75,17.85,2370000,40,38,1
42118,17.75,17.75,16.55,17.05,17.75,3080000,38,0,1
42218,17.75,17.75,16.85,17,17.05,20900000,27,55,-1
42318,17.05,17.05,16.8,16.9,17,1540000,17,10,1
42418,16.9,17,16.75,16.8,16.9,1810000,44,51,-1
42518,16.8,16.85,16.5,16.65,16.8,5250000,18,19,-1
42618,16.6,16.75,15.95,16.2,16.65,13900000,17,32,-1
42718,16,16.65,15.9,16,16.2,44000000,13,-3,1
42818,16.8,17.6,16.3,16.9,16,16100000,32,36,-1
42918,17.05,18,17,17.35,16.9,50600000,40,16,1
43018,17.7,18.9,17.5,18.25,17.35,38100000,35,7,1
50118,18.25,18.25,17.5,17.85,18.25,7040000,30,50,-1
50218,19,19,17.5,17.55,17.85,9620000,19,64,-1
50318,17.65,18.05,17.6,17.95,17.55,6640000,42,0,1
50418,17.75,18.1,17.75,18,17.95,12600000,39,22,1
50518,18.1,18.25,18,18.1,18,511000000,43,40,1
50618,18.2,18.35,18,18.1,18.1,11700000,40,7,1
50718,18.15,18.6,18.15,18.35,18.1,9230000,20,35,-1
50818,18.35,18.7,18.35,18.45,18.35,18800000,30,47,-1
50918,18.45,18.95,18.45,18.7,18.45,13200000,35,18,1
51018,19.05,19.05,18.3,18.6,18.7,14700000,15,45,-1
51118,18.3,18.4,17.75,18.05,18.6,13300000,29,2,1
51218,18,18.05,17.9,17.95,18.05,997000000,34,-3,1
51318,18,18.3,17.8,18,17.95,5420000,39,35,1
51418,18.2,19,18,18.45,18,11200000,16,61,-1
51518,18.5,19,18,18.3,18.45,26200000,37,51,-1
51618,18.35,19,18.3,18.3,18.3,9470000,27,-1,1
51718,19,19,18.3,18.6,18.3,591000000,47,14,1
51818,18.6,19.75,18.4,18.65,18.6,4880000,37,-6,1
51918,18.65,19.75,18.65,19.15,18.65,2010000,45,9,1
52018,19.8,19.8,19.15,19.25,19.15,5620000,21,58,-1
52118,19.4,19.65,19.25,19.45,19.25,5070000,40,43,-1
52218,19.5,19.75,19.5,19.6,19.45,76300000,40,62,-1
52318,19.65,19.7,19,19.15,19.6,1820000,16,15,1
52418,19.2,19.3,19.05,19.2,19.15,12700000,46,3,1
52518,19.2,19.25,19,19.15,19.2,8640000,13,10,1
52618,19.15,19.2,19.1,19.15,19.15,4400000,39,46,-1
52718,19.15,19.2,19.05,19.1,19.15,2820000,18,-9,1
52818,19.1,19.15,18.7,18.95,19.1,12800000,50,20,1
52918,18.85,19,18.85,18.95,18.95,6200000,42,0,1
53018,19,19.1,18.95,19,18.95,16100000,39,35,1
53118,19,19.6,19,19.25,19,1570000,22,0,1
60118,19.2,19.8,19.2,19.55,19.25,7230000,40,21,1
60218,19.6,19.8,19.5,19.6,19.55,15100000,49,41,1
60318,19.65,19.95,19.35,19.65,19.6,9370000,17,24,-1
60418,19.7,20,19.7,19.75,19.65,11800000,27,26,1
60518,19.8,20.75,19.8,20.5,19.75,22900000,22,-4,1
60618,20.5,20.75,19.9,20.25,20.5,10200000,31,5,1
60718,22,22,19.85,20,20.25,2240000,38,17,1
60818,20.5,20.75,19.85,20.5,20,18400000,24,24,0
60918,20.5,20.75,20.25,20.25,20.5,6880000,14,-3,1
61018,20.5,20.5,20.25,20.25,20.25,2140000,28,25,1
61118,20.25,20.5,20.25,20.25,20.25,41900000,25,13,1
61218,20.25,20.5,20,20,20.25,11800000,45,20,1
61318,20,21,19.95,20.25,20,20100000,33,11,1
61418,20.25,20.75,20,20.25,20.25,28700000,19,3,1
61518,20.25,20.75,20.25,20.5,20.25,23700000,44,16,1
61618,20.25,20.75,20.25,20.5,20.5,27500000,43,-5,1
61718,20.75,21.75,20.75,21,20.5,8840000,13,49,-1
61818,21.25,21.75,21.25,21.5,21,22300000,37,34,1
61918,21.75,22,21.5,21.75,21.5,5860000,20,28,-1
62018,21.5,21.75,21.25,21.5,21.75,3670000,35,21,1
62118,21.5,21.75,21,21,21.5,10100000,30,74,-1
62218,21.5,23,21.5,22.25,21,37100000,18,21,-1
62318,22.5,23.25,22,22.5,22.25,29100000,22,34,-1
62418,22,22.75,21.5,22.25,22.5,4780000,34,3,1
62518,22.5,23.5,22,22,22.25,8920000,44,43,1
62618,22.25,22.5,22,22.25,22,15200000,10,59,-1
62718,22.25,22.5,22,22.25,22.25,2860000,47,12,1
62818,22.5,23,22.25,22.75,22.25,41700000,11,76,-1
62918,22.75,23.25,22.5,22.75,22.75,10400000,45,20,1
63018,23,24,23,23.5,22.75,21700000,23,57,-1
70118,23.25,23.75,23,23,23.5,29100000,42,8,1
70218,23.25,23.5,23.25,23.25,23,16000000,47,56,-1
70318,23.25,24,23.25,23.5,23.25,53200000,16,22,-1
70418,23.5,23.75,23,23,23.5,3430000,21,23,-1
70518,23,23.25,22.5,22.75,23,16400000,26,31,-1
70618,23.5,23.5,22.5,22.75,22.75,10800000,50,-1,1
70718,22.75,23.5,22.75,23.25,22.75,5720000,21,1,1
70818,23,23.5,23,23.25,23.25,19200000,45,24,1
70918,23.5,23.75,23.25,23.5,23.25,5720000,42,44,-1
71018,23.5,23.5,23,23.25,23.5,3290000,36,62,-1
71118,23.75,23.75,23,23,23.25,9290000,12,21,-1
71218,23,23.25,22,22.75,23,9960000,15,15,0
71318,22.75,23.25,22.5,23,22.75,8140000,31,51,-1
71418,23,23.25,22.5,23,23,6860000,46,45,1
71518,23,23.25,22.5,22.75,23,9000000,46,71,-1
71618,23,23.25,22,22.75,22.75,13700000,37,-5,1
71718,23,23.25,23,23,22.75,25200000,46,34,1
71818,23.25,23.25,23,23,23,2470000,30,7,1
71918,23,23.5,23,23,23,23200000,32,43,-1
72018,23,23.25,22.75,23,23,17200000,34,26,1
72118,23,23.25,22.75,23,23,22700000,45,4,1
72218,23,23.25,22.75,23,23,1590000,39,19,1
72318,23,23.25,23,23,23,19300000,19,15,1
72418,23,23.25,22.5,23,23,16700000,29,42,-1
72518,23,23.25,23,23,23,13100000,34,61,-1
72618,23,23.25,23,23,23,2220000,29,63,-1
72718,23,23.5,23,23.25,23,2760000,18,43,-1
72818,23.5,23.75,23.25,23.25,23.25,2900000,36,29,1
72918,23.5,24,23.25,23.5,23.25,18100000,32,9,1
73018,23.5,24.25,23.5,23.75,23.5,11100000,21,51,-1
73118,23.75,24.75,23.5,23.75,23.75,6780000,39,40,-1
80118,23.75,25,23.75,24.5,23.75,7360000,46,-15,1
80218,24.75,25,23.75,24.5,24.5,13000000,32,2,1
80318,24,24,23.5,23.75,24.5,23400000,37,42,-1
80418,24,24.25,23.75,24,23.75,12700000,13,48,-1
80518,24.25,24.5,23.75,23.75,24,12000000,34,57,-1
